date,open_interest,lev_money_net,lev_money_cot_index,asset_mgr_net,asset_mgr_cot_index,dealer_net,dealer_cot_index
2011-10-11,3011932,-380751,23.639757834899704,358809,19.0526163547482,54416,94.47349205418959
2011-10-18,3003811,-436107,17.514144925034387,416784,25.76055075062914,61088,95.00189280244052
2011-10-25,3004309,-377789,23.96752836454457,375516,20.9856816406815,48668,94.01826910740505
2011-11-01,2848461,-262481,36.72734073196183,380728,21.588730438807094,5937,90.63411257660306
2011-11-08,2891815,-330796,29.167704090270792,455819,30.277053021318444,-35910,87.31996597707412
2011-11-15,2962579,-269848,35.91211943152506,395244,23.268288449856815,-59167,85.47808704990504
2011-11-22,3035521,-311699,31.28094980418975,345684,17.534002487634144,-278,90.14190474531115
2011-11-29,3015865,-323829,29.938661983598198,422503,26.422261432992972,-50650,86.1526058108243
2011-12-06,3017064,-193920,44.31419936902513,455531,30.2437302941772,-111903,81.30156698699113
2011-12-13,3406086,-188987,49.4528243194613,394632,23.19747765468167,-111866,81.30449726692
2011-12-20,2561308,-292618,36.81112039572799,383766,21.94023892858176,-159362,77.54296819933506
2011-12-27,2610560,-353090,29.434282194070178,458256,30.559023458968497,-184216,75.57461205469644
2012-01-03,2671088,-332155,31.988094003696226,427014,26.944201787625467,-213287,69.96470362077129
2012-01-10,2592195,-273829,39.10314667187148,432322,27.558358161464813,-229001,67.44007463360762
2012-01-17,2624154,-298909,36.04369598233619,499669,35.35066963640045,-262421,64.35922586069253
2012-01-24,2683566,-325276,32.82724716531158,573823,43.93057765178907,-340293,54.45072590965477
2012-01-31,2730177,-267026,40.81606443729583,573411,43.8829076393509,-316066,49.62879230789473
2012-02-07,2724897,-292811,37.60105733024114,663490,54.30540048017124,-342519,42.79903177375372
2012-02-14,2756775,-357546,29.52956285379417,730593,62.06948020016777,-370641,39.35239145754818
2012-02-21,2802676,-367109,28.337198573601658,762793,65.79514622082093,-388447,37.170083034592636
2012-02-28,2827921,-371721,27.76215056981123,773447,67.02785571721964,-391835,36.754848791249195
2012-03-06,2970409,-413873,26.32288133368721,718330,60.65060310665008,-362196,40.387413058798295
2012-03-13,3318585,-400616,35.94340707652696,782193,68.03980214630761,-504348,22.965223519318563
2012-03-20,2694315,-386880,38.49146134696649,734651,62.53900668190101,-502916,23.140729846493244
2012-03-27,2732746,-409712,34.25608168020212,784146,68.26577188973417,-553251,16.971657934246405
2012-04-03,2753427,-326021,49.7809222413083,725712,61.50472939747187,-562133,15.883077488739774
2012-04-10,2775438,-360338,43.41505310919756,640070,51.59561482167134,-485477,25.278058645096056
2012-04-17,2804377,-350772,45.18956440440901,640901,51.69176477394348,-521864,20.818457578821583
2012-04-24,2819711,-346360,46.00799884246807,594889,46.36799629747476,-496832,23.88638661641695
2012-05-01,2858768,-314860,51.851309086996686,624128,49.751063029706984,-556377,16.588534485400004
2012-05-08,2867529,-410880,34.03941544637325,587806,45.548465476844754,-466394,27.616876551153595
2012-05-15,2967815,-352937,44.787952763792994,511983,36.775447629516066,-428266,32.289855072463766
2012-05-22,3000650,-473552,22.413639584624118,516225,37.26626363136733,-309425,46.85504182369703
2012-05-29,3040378,-486617,19.990057097488677,500223,35.41476960458188,-279637,50.505867573612775
2012-06-05,3166379,-455426,25.776047251047157,417467,25.839576523675913,-270496,51.62619113276343
2012-06-12,3420267,-545425,9.081060625735052,571517,43.66376442683173,-339599,43.156907804026105
2012-06-19,2590421,-490606,19.250089968427574,556593,41.93699921899858,-232459,56.28801666819867
2012-06-26,2741979,-460569,24.822010914932534,464564,31.288883746492722,-205663,59.572142047369546
2012-07-03,2730453,-419630,32.41627371178197,540423,40.066066934714065,-292014,48.98893893433833
2012-07-10,2795931,-500210,17.46852960054018,514408,37.056029620201905,-236007,55.85317277936085
2012-07-17,2808514,-507505,16.115293148672365,510879,36.64771050880796,-227528,56.89236143027851
2012-07-24,2860141,-511954,15.289995139849891,479366,33.001533076856326,-191439,61.31543953181971
2012-07-31,2756499,-429757,30.537695843644148,576049,44.188134563651616,-308936,46.914973802739226
2012-08-07,2831826,-444124,27.87258986640152,603421,47.35518208903416,-351021,41.75702423629623
2012-08-14,2922565,-524787,12.909449096420184,669570,55.00888027537532,-314141,46.27704752275025
2012-08-21,2998239,-522197,13.389899049859205,675979,55.750426658181716,-301226,47.85991359499954
2012-08-28,3056383,-543772,9.38769528713841,691721,57.5718376674091,-304029,47.516377117994914
2012-09-04,3099775,-560250,6.330994772556105,664448,54.41624482948135,-252943,53.77749180378098
2012-09-11,3193602,-541630,9.785040383766356,693171,57.73960834225218,-301167,47.86714465177559
2012-09-18,3584406,-482212,20.80719302216006,817976,72.18003528969368,-407450,34.841069951282286
2012-09-25,2831321,-292854,55.93346417401563,793907,69.3951577912123,-581357,13.526978582590313
2012-10-02,2926111,-309405,52.86322201981902,808930,71.13337768650024,-546931,17.746238931274323
2012-10-09,2902097,-327779,49.45480987908986,823230,72.78794365219403,-569818,14.941201703587954
2012-10-16,2927011,-287165,56.988784554368756,839064,74.61999942148043,-605042,10.624138248000735
2012-10-23,2989251,-313258,52.14848315086128,849107,75.78201382661769,-564986,15.533412997518154
2012-10-30,3015873,-319337,51.02081702462352,865706,77.70258308987302,-582306,13.410668872751785
2012-11-06,2996323,-274032,59.42498117155588,809450,71.19354372161638,-599986,11.243803045623066
2012-11-13,3075902,-178520,77.14263984061675,640983,51.701252494865635,-596194,11.708551643839813
2012-11-20,3123365,-281965,57.95339449949729,666908,54.700876457146165,-578117,13.924073903851458
2012-11-27,3117207,-282868,57.785886272487474,694666,58.006211755979976,-580844,12.488565233095473
2012-12-04,3156565,-212247,70.88621683689558,685365,56.928309846096795,-639535,5.203703312948314
2012-12-11,3226043,-139952,84.29707760287009,670322,55.184961987761916,-684445,0.0
2012-12-18,3395668,-134761,85.2600180307859,747783,64.16199239755238,-682951,0.18475396435757188
2012-12-24,2763921,-345309,46.202961352531545,838470,79.3755682196155,-639880,5.511084619541627
2012-12-31,2765033,-306268,53.44514151940907,806693,75.46092004149081,-639610,5.544473890208658
2013-01-08,2799680,-357771,43.891236518648505,880257,84.52336075570437,-592194,11.408124475201047
2013-01-15,2843412,-413090,33.62945621969363,897279,86.62032212046626,-550259,16.593972865652702
2013-01-22,2946116,-421609,32.049165426895556,954460,93.66452067518657,-490042,24.040645872158667
2013-01-29,2989252,-456592,25.559752021043337,1017663,100.0,-546546,17.0531371693071
2013-02-05,3001463,-407367,34.69108366507258,938300,90.36296585029405,-562889,15.032096982228252
2013-02-12,3087242,-432400,30.047414288841317,910032,86.93038793181958,-530414,19.048084259679488
2013-02-19,3147268,-385652,38.719257695546844,898865,85.57438122403678,-509562,21.626725266897754
2013-02-26,3236746,-383475,39.12309535911315,855384,80.2944915794497,-593061,11.300907817170247
2013-03-05,3275893,-304631,53.74880815021202,747388,67.18055762998151,-593356,11.26442694736738
2013-03-12,3796609,-328510,49.31920798103428,777472,70.83365208658917,-641050,5.366397779984493
2013-03-19,2845013,-321512,50.61735036488226,849975,79.63767772770822,-606033,9.696738857567555
2013-03-26,2929558,-368547,41.89226790928215,908557,86.75127895949223,-636201,5.966044348371283
2013-04-02,3010683,-391400,37.65299270235476,923732,88.59397635275846,-623247,7.567987356596174
2013-04-09,3041311,-331136,48.83207995874437,881529,83.4692740075845,-665149,2.3862198770038203
2013-04-16,3032875,-328763,49.27227599716553,934264,89.87287513008168,-691250,0.0
2013-04-23,3028179,-339206,47.3350795246699,875148,82.69443037882458,-664892,3.2323336374606355
2013-04-30,3087728,-272194,59.76593368677631,899922,85.70273253505376,-719244,0.0
2013-05-07,3189841,-317448,51.37123013738272,922085,88.39398145281055,-709252,1.1846694852758104
2013-05-14,3287763,-381761,39.44104563718052,960714,93.08469365079944,-715459,0.4487564053011351
2013-05-21,3340104,-434007,29.749312715414096,1050497,100.0,-747800,0.0
2013-05-28,3384621,-459086,25.09711025120669,1072991,100.0,-771378,0.0
2013-06-04,3307852,-414024,33.45619743339554,1005878,92.3635345776123,-623015,16.566209902900482
2013-06-11,3397407,-402675,35.56145863863856,939586,84.82048679579769,-626090,16.222855458386558
2013-06-18,3746507,-477627,21.657719291085893,975217,88.87476688259302,-661529,12.265737357856842
2013-06-25,2729204,-238898,65.94240536619932,668547,53.98026282103069,-577813,21.613464407264154
2013-07-02,2707222,-235972,66.48518396224665,671228,54.285320914059184,-554154,24.255227920355168
2013-07-09,2723676,-290567,55.985145412196104,745960,62.78871569518768,-588738,20.393579104397617
2013-07-16,2784081,-311793,52.014068828751306,786623,67.4155628555076,-646277,13.968775402645894
2013-07-23,2813229,-325039,49.535934445244756,850145,74.64342566242892,-679272,10.284554298016026
2013-07-30,2840740,-292654,55.594697997249845,863574,76.17144697211921,-700342,7.9318784782084375
2013-08-06,2844836,-326867,49.193942171875435,857684,75.50125220601036,-670695,11.242261963250467
2013-08-13,2876427,-336989,47.30026285511164,824761,71.7551024123598,-651956,13.334658365119209
2013-08-20,2929661,-301039,54.02598617438238,749632,63.20653491100291,-674110,10.860943124871591
2013-08-27,2996973,-297696,54.65141296315351,709806,58.674925954287936,-663732,12.019750417608332
2013-09-03,2986537,-313466,51.70107480613267,706306,58.27667779106535,-647065,13.880787336864767
2013-09-10,3044856,-343803,46.025462335013984,765796,65.04575871395427,-624810,16.365780235289915
2013-09-17,3337625,-301106,54.01345144663854,787467,67.51159755543898,-696615,8.348035230957507
2013-09-24,2624099,-286732,56.70261826141455,757287,64.07756053656544,-620726,16.821799601597185
2013-10-01,2623895,-248851,63.78960365939216,723435,60.22570430187666,-611691,17.830647538567355
2013-10-08,2732549,-197962,73.31019709456235,682268,55.54150940605269,-652390,13.286197932950413
2013-10-15,2690273,-183689,75.98046827497825,684232,55.7649835182153,-634380,15.297194207973416
2013-10-22,2732821,-154226,81.49256802896083,745362,62.72067215187137,-615693,17.383784290780458
2013-10-29,2771653,-169629,78.61089024629806,819236,71.12643924041558,-642828,14.353890680411267
2013-11-05,2813333,-145291,83.16417687062103,796347,68.52201003812942,-646105,13.987980919542284
2013-11-12,2811253,-129551,86.10890246298047,801362,69.09264276343262,-605977,18.468672675462496
2013-11-19,2882916,-142047,83.77108219600947,794021,68.25734568737064,-602938,18.80800736062601
2013-11-26,2864468,-131517,85.74109239216861,786250,67.37312097982702,-601093,19.014020027334364
2013-12-03,2917291,-104658,90.76602153353976,763327,64.76482308109811,-567778,22.73397232619007
2013-12-10,2947491,-141228,83.92430521126629,789829,67.78035817301948,-609606,18.06345860094509
2013-12-17,3368625,-38211,100.0,754006,63.70423132984164,-672011,11.095317426996704
2013-12-24,2750132,-270022,57.97518151575856,894345,79.67273103798263,-613732,17.602749515395676
2013-12-31,2789364,-261604,59.501273556258546,920440,82.64195555778069,-588193,20.4544337945635
2014-01-07,2790363,-251131,61.39991479410085,926205,83.29792717520303,-649087,13.655010853350246
2014-01-14,2885511,-286886,54.91792133863906,954142,86.47674401404565,-647510,13.83109864489446
2014-01-21,2871444,-348133,43.814504944661486,939037,84.75801872676648,-642465,14.394423253861202
2014-01-28,2912005,-315751,49.68501010686995,826543,71.95786762003485,-634961,15.232319758457127
2014-02-04,2985967,-315421,49.74483552542127,736160,61.67362083816447,-631759,15.589855020679428
2014-02-11,3078305,-447262,25.843493079286812,849371,74.55535592576199,-615363,17.420632084825854
2014-02-18,3163772,-464288,22.75686406033303,859615,75.72097140691973,-629169,15.879054373944811
2014-02-25,3190988,-430330,28.91308091841082,782256,66.91866293299532,-646326,13.963304063530064
2014-03-04,3301075,-450112,25.326819009979967,809577,70.02738809511077,-618329,17.08944857834511
2014-03-11,3368513,-476639,20.51776180418959,839031,73.378817066413,-624400,16.41156082789177
2014-03-18,3878357,-405196,33.46960234225578,842583,73.78298205948917,-674826,10.780994577791276
2014-03-25,2801131,-428405,29.262062526626842,975237,88.87704258638287,-600279,19.104911252646342
2014-04-01,2801019,-374881,38.965382837356444,972231,88.53500430676942,-621916,16.688924223069847
2014-04-08,2760817,-399893,34.43097868946076,931035,83.84750964045018,-646794,13.911047191974774
2014-04-15,2808434,-375512,38.850989385520435,885523,78.66891809628275,-611751,17.82394793965001
2014-04-22,2793289,-343248,44.700102428368126,890776,79.2666316966851,-617151,17.22098403708898
2014-04-29,2852227,-335710,46.066660019397936,886961,78.83254119877249,-641354,14.518477493814036
2014-05-06,2851024,-384051,37.30296135821829,891263,79.32204508396778,-563036,23.26346396062422
2014-05-13,2952843,-391800,35.89815175714506,917489,82.3061754635893,-610137,18.004167150526587
2014-05-20,2964178,-439037,27.33459631439164,885790,78.69929874187716,-571860,22.27817627984671
2014-05-27,3042386,-404744,33.55154503675637,918665,82.43998684643209,-628884,15.910877468802202
2014-06-03,3090854,-417112,31.309360865111813,963611,87.55417597334696,-653321,13.182242489749612
2014-06-10,3215901,-454693,24.496333426999392,970660,88.35624777407723,-624662,16.382305912619362
2014-06-17,3542606,-457202,24.041478956862246,922827,82.91356080509848,-586084,20.689924696508168
2014-06-24,2864180,-576453,2.422566873034146,951946,86.22687173792085,-487578,31.689102879040977
2014-07-01,2941198,-532149,10.454401247269333,924094,83.05772664018505,-524159,27.6044690791178
2014-07-08,2931095,-552432,6.777313476128752,936433,84.46172209332889,-504882,29.75693855127873
2014-07-15,2937915,-468593,21.976414281959013,938173,84.65970832304525,-564905,23.05477145434893
2014-07-22,2959472,-437746,27.56864060333028,935482,84.35351237812185,-583096,21.023564722591942
2014-07-29,2972352,-489497,18.186745950453677,939633,84.82583469970382,-551795,24.518633817788775
2014-08-05,2932157,-413754,31.91812982115826,822664,71.51649486999473,-535048,26.388603535601668
2014-08-12,2959433,-462894,23.009581131425566,826095,71.90689185514235,-537204,26.147864614505078
2014-08-19,3004564,-468901,21.920577224644447,853331,75.00594527615097,-531903,26.739774178852493
2014-08-26,3027601,-434904,28.08386435946012,857838,75.51877512519215,-553123,24.370349361751543
2014-09-02,3081045,-437333,27.643513021092993,844194,73.96628999976105,-533316,26.581998624349023
2014-09-09,3245197,-428107,29.316086692470154,827161,72.028186867141,-533957,26.510424575915387
2014-09-16,3658403,-467089,20.31874138398713,818881,71.08604549814586,-555045,24.155738876432597
2014-09-23,2799012,-458382,21.936415218433343,922787,82.9090093975188,-437304,37.302696811884196
2014-09-30,2799895,-432347,26.77345877876494,876774,73.02143386492912,-432866,40.66376284436842
2014-10-07,2775750,-380268,36.44921800974283,801080,62.613999315282264,-401851,44.389440529703315
2014-10-14,2829396,-342379,43.48861664455765,750589,55.67181396576686,-448659,39.35376795935838
2014-10-21,2829815,-543183,6.181234463308326,772999,58.75304376281267,-358149,53.161073695991966
2014-10-28,2882162,-490821,15.909572274181501,781846,59.96944893971872,-413366,46.428738166256004
2014-11-04,2879808,-312487,49.0422523697519,746950,55.17147504423854,-501653,34.97925042147582
2014-11-11,2920705,-282665,54.582882792498545,781540,59.92737592240965,-543999,29.487615095318375
2014-11-18,3024708,-262380,58.351633651777455,839815,66.16837752548152,-615452,21.63451399140869
2014-11-25,3086154,-265863,57.70452695999197,855671,68.46893249664478,-596324,26.54295903637841
2014-12-02,3111438,-204806,69.04830912489179,836938,65.75095215640756,-625223,22.161082739965305
2014-12-09,3105541,-143060,80.52010062388294,830055,64.75229424353441,-663498,17.62699014404852
2014-12-16,3295783,-16082,100.0,696356,42.54443773225694,-642938,21.874712600611073
2014-12-23,2739124,-185924,69.69115104100676,887358,71.68173857860278,-646014,21.61675624505336
2014-12-30,2750182,-189636,69.02873275026722,913309,75.64055625728426,-669304,17.60081663761189
2015-01-06,2749558,-105169,84.10213947545465,842980,64.91188728406587,-686094,14.705684563376492
2015-01-13,2714557,-174694,71.69518051433782,856487,66.97237629743533,-629815,24.40998104973109
2015-01-20,2707586,-187553,69.4004507727916,812989,60.336768752936585,-625707,25.11833141071733
2015-01-27,2701901,-198135,67.51205897521464,850648,66.0816385059891,-632469,23.95234671232664
2015-02-03,2734995,-251118,58.05707290348715,790563,56.915688822987406,-594943,30.42302724941761
2015-02-10,2791625,-260885,56.314120466619435,779222,55.18562249437091,-607426,28.270559489877385
2015-02-17,2811472,-265450,55.499481593444344,800543,58.438134988192644,-632260,23.98838498531742
2015-02-24,2886254,-284483,52.10298177457434,822308,61.75837955589727,-624871,25.262484502680454
2015-03-03,2982284,-285515,51.91881806874375,771971,54.07948450399985,-592166,30.90187071398888
2015-03-10,3181958,-347360,40.88237970915697,673259,39.02099694290369,-566809,35.27422711698989
2015-03-17,3423320,-331223,43.76207905120001,657268,36.5815744351084,-581511,32.73913290880592
2015-03-24,2631895,-370324,36.78438034801943,763023,52.71446964565752,-391139,65.56534394134556
2015-03-31,2663980,-350575,40.308652660469576,726940,47.21001824494603,-401296,63.81395284676492
2015-04-07,2671481,-343778,41.52159908346435,724926,46.90278311701784,-430031,58.85912139035312
2015-04-14,2691356,-317003,46.2996836024705,746930,50.259487066835085,-450362,55.353407858412695
2015-04-21,2716999,-275374,53.72851200365473,710621,44.72055943031834,-464442,52.925566309560146
2015-04-28,2745013,-284479,52.10369558738764,733189,48.16330141993276,-462427,53.27301664485403
2015-05-05,2745079,-348160,40.73961714649759,713093,45.097662328152744,-405525,63.08473822246823
2015-05-12,2756816,-301075,49.14208622501878,709524,44.55321239191853,-442439,56.719586025426814
2015-05-19,2770193,-274172,53.94301275405044,749167,50.60074078142066,-451003,55.24287899244575
2015-05-26,2782314,-335963,42.916210867443176,724145,46.783641788858986,-384018,66.79323170195485
2015-06-02,2849220,-298263,49.643896632766506,720281,42.029199887578955,-424670,59.783528957355855
2015-06-09,2971541,-355879,39.36213687003789,645674,29.766923558619197,-371304,68.98553123690596
2015-06-16,3213131,-345290,41.251777840038116,591272,20.825505771440124,-409880,62.33379717522015
2015-06-23,2575407,-469940,19.007586045673314,752004,45.927647925879135,-244736,90.80989552349472
2015-06-30,2641281,-424062,27.194662107782165,658885,30.241145504316698,-224982,94.21611583287208
2015-07-07,2686827,-449811,22.599670575386664,658990,30.258833438618655,-250559,89.80582440567025
2015-07-14,2630905,-405832,30.44786400438281,665412,31.34066119182986,-271670,86.1656139697451
2015-07-21,2651956,-373045,36.29880918177422,697758,24.491590567913356,-308906,84.64044392711513
2015-07-28,2705198,-318566,46.02076124567474,624748,6.949279559245119,-298793,86.4912993506541
2015-08-04,2711872,-349676,40.46908209025806,592032,0.15776832551757353,-246426,96.0753739046406
2015-08-11,2779583,-378936,35.2475413609912,595240,0.8237167311233312,-245866,96.1778636739654
2015-08-18,2843824,-355725,39.389618663349815,575809,0.0,-263159,93.01294299372617
2015-08-25,3147605,-255959,57.19318094619458,340008,0.0,-268669,92.0045168705481
2015-09-01,3220963,-384797,34.20162713630791,214471,0.0,-26239,100.0
2015-09-08,3282448,-469344,19.11394415485455,166912,0.0,111194,100.0
2015-09-15,3538131,-525772,9.044186797675112,186927,2.2089685336488323,138535,100.0
2015-09-22,2885655,-481491,16.946273094075178,157948,0.0,272380,100.0
2015-09-29,2916818,-459084,20.944874020961112,161555,0.3941891255383627,230520,95.98949181706871
2015-10-06,2931539,-604638,0.0,331747,18.99353363721705,237169,96.6265168746012
2015-10-13,2935847,-625833,0.0,434775,30.25289521913178,182742,91.41199396795042
2015-10-20,2978653,-631341,0.0,477982,34.974749820500236,174450,90.61755694327613
2015-10-27,2845888,-549735,13.263682449179939,557355,43.64898698749676,96271,83.12741075996544
2015-11-03,2860279,-527452,16.885409234159923,600166,48.32756493410692,112984,84.72864399602207
2015-11-10,2926441,-539250,14.967842810913778,537535,41.48296855994746,162021,89.42676367510477
2015-11-17,2875410,-498028,21.667785436702268,428789,29.59871831159847,187742,91.89103221244771
2015-11-24,2876955,-372817,42.01872707266371,419751,28.61100516587745,141435,87.45446741486053
2015-12-01,2906354,-340137,47.33031129979407,422268,28.886074206348773,112334,84.66636902423743
2015-12-08,2933232,-283996,56.45508639451028,406777,27.193148300134528,48002,78.50287135523752
2015-12-15,3144839,-214189,67.801039887267,335412,19.39406126269476,8220,74.6914514667193
2015-12-22,2550333,-268883,58.91145029979244,338010,19.677982346184823,-93992,64.89876005740794
2015-12-29,2506414,-286875,55.98715337768322,411665,27.727330846747094,-101070,64.22063351849758
2016-01-05,2573728,-303466,53.29056543666976,288585,14.276596837525668,-68549,67.33639406835684
2016-01-12,2745684,-266050,59.3719067904736,198245,4.403836759583976,-8732,73.06732020257569
2016-01-19,2863447,-404994,36.788897033606986,184798,2.9342883339908616,56506,79.31761960147851
2016-01-26,2899270,-352821,45.268740481650816,164030,0.6646682177777438,37828,77.52812433533444
2016-02-02,2989501,-439354,31.204257068974208,223253,7.13682307825971,80101,81.5782010772612
2016-02-09,3067305,-379593,40.91740226473729,192595,3.786379437906197,37954,77.54019609909577
2016-02-16,3102033,-386713,39.760166043893705,199417,4.531918172151473,16735,75.50725359709818
2016-02-23,3092895,-374936,41.67431927042107,249399,9.994175137124703,4170,74.3034304886765
2016-03-01,3149871,-371951,42.159480804019125,238183,8.768440390233028,6958,74.57054221380818
2016-03-08,3271582,-411691,35.70041234667026,191071,3.6198298877757655,58480,79.50674390040604
2016-03-15,3396546,-368045,42.79433539371224,187794,3.261704641202654,68107,80.42908413636111
2016-03-22,2820719,-353555,45.14944112967059,301154,15.650193488174875,274024,100.0
2016-03-29,2849125,-357527,44.50385935028988,260757,11.235428280419608,294207,100.0
2016-04-05,2867791,-313764,51.616798779050775,248538,9.900081198369913,264792,97.23954447556976
2016-04-12,2857883,-312815,51.77104276410422,286483,14.04688085696519,213712,92.4459334543936
2016-04-19,2874380,-295156,54.64121613824422,417813,28.399211840317882,128439,84.4434747110742
2016-04-26,2868896,-222564,66.43982452918202,405324,27.034357948205713,75481,79.47362247028627
2016-05-03,2811993,-225010,66.04226837803266,354154,21.44227101895758,112114,82.911452394694
2016-05-10,2865334,-258680,60.56977630558838,396569,26.077572310809437,95544,81.35643801292248
2016-05-17,2850259,-317763,50.96682860388877,404710,26.967257276434005,95983,81.39763604029712
2016-05-24,2973946,-323611,50.01633458429702,441424,33.431533263359,54198,75.867554037056
2016-05-31,2989845,-345759,46.416549778223484,437758,34.23635947626849,94826,79.95262174111079
2016-06-07,3123389,-439735,31.14233192850491,458144,36.73070358220898,125281,83.01481374974988
2016-06-14,3341912,-305976,52.88260716218698,379366,27.09176313397097,56769,76.12606317034152
2016-06-21,2781212,-354450,45.003973936179726,321312,19.988523031632628,104091,80.88419977296242
2016-06-28,2950885,-413150,35.463276441303584,200379,5.191676383751647,276616,98.23125859057724
2016-07-05,3003946,-458287,28.127016427228206,309970,18.600764233949068,237406,94.2887680747756
2016-07-12,2969096,-359029,44.259734518308555,343083,22.65232983681415,100780,80.5512850548339
2016-07-19,2966710,-317903,50.944073959096905,437622,34.2197190956932,-3566,70.0594943034481
2016-07-26,2963940,-313901,51.59453173379016,439993,34.509824554105094,8110,71.1252878922753
2016-08-02,2943229,-328614,49.203181099341904,413684,31.29076740296272,53255,75.6816057778289
2016-08-09,2920958,-329460,49.065678031528186,471062,38.3112950253827,18232,72.1468639170305
2016-08-16,2942915,-291128,55.29589977554168,464375,37.49310219518433,-3227,69.9810864110809
