date,total_pc,index_pc,etp_pc,equity_pc,call_volume,put_volume
2022-06-03,1.05,1.38,1.02,0.77,2752544.0,2883147.0
2022-06-06,1.02,1.4,1.28,0.6,2583535.0,2643448.0
2022-06-07,0.99,1.29,1.22,0.59,2572549.0,2550421.0
2022-06-08,0.92,1.26,0.97,0.57,2961724.0,2725165.0
2022-06-09,1.05,1.43,1.06,0.69,2807837.0,2958911.0
2022-06-10,1.28,1.58,1.37,0.89,3741180.0,4804947.0
2022-06-13,1.3,1.31,1.97,0.84,3965112.0,5165768.0
2022-06-14,1.13,1.2,1.41,0.83,3114436.0,3532758.0
2022-06-15,1.03,1.17,1.24,0.7,3149135.0,3243533.0
2022-06-16,1.24,1.5,1.31,0.86,3384592.0,4207589.0
2022-06-17,1.13,1.09,1.9,0.72,3736919.0,4205211.0
2022-06-20,,,,,,
2022-06-21,0.85,1.15,1.04,0.48,3160541.0,2694868.0
2022-06-22,1.04,1.35,1.14,0.63,2909803.0,3020776.0
2022-06-23,0.94,1.24,1.0,0.67,2867033.0,2705569.0
2022-06-24,0.86,1.22,0.96,0.51,4018165.0,3463869.0
2022-06-27,0.95,1.25,0.96,0.62,2526283.0,2409570.0
2022-06-28,0.99,1.29,0.97,0.66,3011135.0,2987696.0
2022-06-29,1.24,1.22,1.92,0.78,2503470.0,3097473.0
2022-06-30,0.96,0.91,1.35,0.74,3610635.0,3454484.0
2022-07-01,0.96,1.23,0.95,0.69,3029795.0,2905475.0
2022-07-04,,,,,,
2022-07-05,0.9,1.12,0.94,0.62,3088655.0,2792291.0
2022-07-06,0.87,0.91,1.1,0.65,2826080.0,2458016.0
2022-07-07,0.81,0.91,1.12,0.57,3245959.0,2639536.0
2022-07-08,0.92,1.27,1.04,0.56,3142437.0,2899507.0
2022-07-11,0.91,1.17,0.9,0.64,2636551.0,2410311.0
2022-07-12,0.97,1.15,1.05,0.68,2519306.0,2436556.0
2022-07-13,1.04,1.07,1.41,0.73,2951854.0,3070105.0
2022-07-14,0.94,0.9,1.36,0.75,3495256.0,3287999.0
2022-07-15,0.88,1.01,1.23,0.59,3622175.0,3179104.0
2022-07-18,0.99,1.41,1.28,0.54,3204046.0,3167125.0
2022-07-19,0.96,1.09,1.37,0.59,3165186.0,3038878.0
2022-07-20,0.96,1.23,1.07,0.62,3364279.0,3239051.0
2022-07-21,0.96,1.22,1.18,0.63,3026595.0,2893506.0
2022-07-22,1.08,1.34,1.37,0.73,3324248.0,3604570.0
2022-07-25,1.01,1.25,1.17,0.7,2417825.0,2450492.0
2022-07-26,1.0,1.26,1.04,0.76,2502886.0,2501785.0
2022-07-27,1.05,1.17,1.51,0.66,3185922.0,3345775.0
2022-07-28,0.94,1.2,1.02,0.67,3549868.0,3353929.0
2022-07-29,0.99,1.22,1.38,0.61,4112554.0,4052205.0
2022-08-01,1.02,1.27,1.37,0.67,3233110.0,3309226.0
2022-08-02,0.99,1.26,1.49,0.57,3117361.0,3079938.0
2022-08-03,0.89,1.09,1.29,0.56,3430650.0,3061372.0
2022-08-04,0.86,1.21,1.17,0.55,3151940.0,2706343.0
2022-08-05,0.86,1.04,1.18,0.58,3890002.0,3334837.0
2022-08-08,0.99,1.32,1.39,0.56,3272084.0,3225495.0
2022-08-09,0.95,1.16,1.11,0.7,2585895.0,2444692.0
2022-08-10,0.97,1.21,1.3,0.58,3557618.0,3441971.0
2022-08-11,0.92,1.22,1.35,0.51,3602575.0,3329024.0
2022-08-12,0.94,1.33,1.27,0.5,3794696.0,3552030.0
2022-08-15,0.9,1.09,1.2,0.57,3503563.0,3148125.0
2022-08-16,0.85,0.98,1.39,0.53,3877006.0,3285334.0
2022-08-17,0.91,1.07,1.17,0.61,3642261.0,3330518.0
2022-08-18,0.92,1.14,1.39,0.58,3060411.0,2817923.0
2022-08-19,1.01,1.3,1.2,0.74,3792452.0,3829801.0
2022-08-22,1.08,1.39,1.42,0.65,3315758.0,3572030.0
2022-08-23,0.98,1.16,1.33,0.65,2579414.0,2538046.0
2022-08-24,0.91,1.2,0.96,0.63,2742139.0,2485703.0
2022-08-25,0.89,1.09,1.26,0.59,3041736.0,2718111.0
2022-08-26,1.1,1.39,1.17,0.76,3797567.0,4164882.0
2022-08-29,1.22,1.56,1.46,0.74,2975638.0,3617954.0
2022-08-30,1.2,1.33,1.56,0.8,3054082.0,3659910.0
2022-08-31,1.11,1.32,1.24,0.78,3024467.0,3359112.0
2022-09-01,1.03,0.98,1.41,0.84,3826052.0,3928733.0
2022-09-02,1.13,1.34,1.22,0.81,3664912.0,4152952.0
2022-09-05,,,,,,
2022-09-06,1.13,1.32,1.39,0.72,2939070.0,3325986.0
2022-09-07,1.0,1.09,1.25,0.75,3467962.0,3457218.0
2022-09-08,0.97,1.07,1.3,0.65,3321945.0,3211895.0
2022-09-09,0.93,1.17,1.39,0.52,4039360.0,3776048.0
2022-09-12,1.05,1.41,1.21,0.57,3329306.0,3489117.0
2022-09-13,1.15,1.34,1.46,0.73,3718681.0,4271004.0
2022-09-14,1.08,1.17,1.48,0.75,3421832.0,3709296.0
2022-09-15,1.07,1.31,1.27,0.73,3376254.0,3617264.0
2022-09-16,1.17,1.22,1.72,0.81,3817145.0,4476684.0
2022-09-19,0.88,1.06,1.21,0.54,3475503.0,3071251.0
2022-09-20,0.98,1.05,1.3,0.67,3192955.0,3117029.0
2022-09-21,1.05,1.26,1.19,0.71,3299840.0,3463127.0
2022-09-22,1.16,1.38,1.27,0.83,3791024.0,4385568.0
2022-09-23,1.36,1.43,1.67,1.02,4579222.0,6207221.0
2022-09-26,0.97,0.88,1.41,0.8,4041699.0,3904663.0
2022-09-27,1.15,1.37,1.09,0.78,3466541.0,3974910.0
2022-09-28,1.09,1.31,1.09,0.75,3528959.0,3837825.0
2022-09-29,1.12,1.19,1.26,0.91,3510852.0,3941856.0
2022-09-30,1.12,1.35,1.15,0.77,3998828.0,4475916.0
2022-10-03,0.96,1.01,1.21,0.71,3579387.0,3452472.0
2022-10-04,0.99,1.15,1.13,0.64,3726209.0,3692455.0
2022-10-05,0.89,0.88,1.14,0.72,3468135.0,3102579.0
2022-10-06,0.91,0.98,1.04,0.71,3365369.0,3050186.0
2022-10-07,1.04,1.09,1.14,0.88,4194810.0,4347165.0
2022-10-10,1.05,1.12,1.44,0.65,3335178.0,3498765.0
2022-10-11,0.97,0.97,1.2,0.77,3648115.0,3525283.0
2022-10-12,1.02,1.19,1.03,0.74,2858155.0,2926445.0
2022-10-13,0.9,0.99,0.98,0.66,5152008.0,4630971.0
2022-10-14,0.91,0.99,1.16,0.63,4504947.0,4119487.0
2022-10-17,0.97,1.16,1.08,0.61,3477218.0,3365634.0
2022-10-18,0.96,1.07,1.1,0.66,4017329.0,3853200.0
2022-10-19,1.02,1.18,1.1,0.74,3486513.0,3573651.0
2022-10-20,1.05,1.27,1.21,0.7,3847027.0,4030507.0
2022-10-21,0.92,1.14,1.09,0.58,4760153.0,4378930.0
2022-10-24,0.92,1.24,1.02,0.55,3758915.0,3440476.0
2022-10-25,0.9,1.07,1.03,0.62,3668412.0,3311305.0
2022-10-26,0.94,1.15,1.03,0.65,4276554.0,4002157.0
2022-10-27,1.08,1.2,1.3,0.85,3628248.0,3909534.0
2022-10-28,0.93,1.01,1.23,0.66,4517823.0,4182269.0
2022-10-31,0.94,1.08,1.15,0.61,3492002.0,3268514.0
2022-11-01,0.95,1.13,1.18,0.63,3155377.0,2986657.0
2022-11-02,1.18,1.23,1.19,1.14,3523552.0,4173134.0
2022-11-03,1.06,1.28,1.33,0.69,3625934.0,3851500.0
2022-11-04,1.02,1.33,0.96,0.74,4568238.0,4637143.0
2022-11-07,0.88,1.04,0.94,0.67,3354566.0,2948507.0
2022-11-08,1.15,1.11,1.03,1.3,4036886.0,4643642.0
2022-11-09,1.01,0.99,1.12,0.96,3886163.0,3933128.0
2022-11-10,0.88,1.11,0.94,0.6,5353032.0,4687818.0
2022-11-11,0.75,0.92,0.83,0.55,6039392.0,4512318.0
2022-11-14,0.88,0.99,1.13,0.61,4326222.0,3790183.0
2022-11-15,0.84,1.03,0.95,0.58,5116273.0,4300612.0
2022-11-16,1.22,1.07,1.34,1.33,3341719.0,4064623.0
2022-11-17,0.97,1.15,1.05,0.73,3947607.0,3821342.0
2022-11-18,0.87,1.24,0.91,0.61,4217561.0,3676734.0
2022-11-21,0.86,1.11,1.04,0.64,3680966.0,3173840.0
2022-11-22,1.17,1.05,1.07,1.35,3502679.0,4081571.0
2022-11-23,1.07,1.14,1.2,0.88,3651092.0,3898767.0
2022-11-24,,,,,,
2022-11-25,0.94,1.27,1.0,0.63,1881784.0,1762090.0
2022-11-28,1.05,1.28,1.1,0.76,3273444.0,3422749.0
2022-11-29,1.03,1.35,1.0,0.72,3070059.0,3172403.0
2022-11-30,1.2,1.14,1.18,1.27,4335120.0,5184281.0
2022-12-01,0.96,1.14,0.94,0.81,4219313.0,4051734.0
2022-12-02,0.84,1.11,0.83,0.58,4325503.0,3652876.0
2022-12-05,0.93,1.18,0.97,0.66,3996856.0,3736662.0
2022-12-06,1.04,1.28,1.05,0.73,3902927.0,4065914.0
2022-12-07,1.22,1.2,0.97,1.46,3107372.0,3802031.0
2022-12-08,0.92,1.19,0.83,0.68,3132654.0,2884815.0
2022-12-09,1.15,1.32,1.18,0.95,3363281.0,3855933.0
2022-12-12,1.01,1.21,1.15,0.64,3355834.0,3400536.0
2022-12-13,0.93,1.08,0.92,0.7,4470720.0,4146554.0
2022-12-14,1.26,1.21,1.24,1.33,3873614.0,4867780.0
2022-12-15,1.15,1.4,1.27,0.73,4125750.0,4748513.0
2022-12-16,1.28,1.29,1.4,1.19,4073631.0,5220147.0
2022-12-19,0.98,1.3,1.12,0.62,3612806.0,3551807.0
2022-12-20,0.97,1.03,1.1,0.78,3516934.0,3408825.0
2022-12-21,1.5,1.01,1.76,2.03,3425183.0,5140421.0
2022-12-22,1.27,1.17,1.34,1.35,3758748.0,4778409.0
2022-12-23,1.01,1.19,1.05,0.77,3054513.0,3079972.0
2022-12-26,,,,,,
2022-12-27,1.0,1.11,1.1,0.82,2629608.0,2619512.0
2022-12-28,1.91,1.24,2.29,2.4,3165217.0,6032891.0
2022-12-29,1.25,1.12,1.31,1.33,3417680.0,4277677.0
2022-12-30,1.19,1.43,1.21,0.84,3216799.0,3815263.0
2023-01-02,,,,,,
2023-01-03,0.99,1.24,1.1,0.63,3439244.0,3394804.0
2023-01-04,1.12,1.32,1.34,0.76,3660915.0,4102800.0
2023-01-05,1.02,1.15,1.05,0.86,3214420.0,3287037.0
2023-01-06,0.99,1.01,1.09,0.91,4734301.0,4695116.0
2023-01-09,0.89,1.09,1.03,0.58,4382638.0,3879389.0
2023-01-10,0.98,1.15,1.15,0.64,3300483.0,3219599.0
2023-01-11,0.96,1.02,1.33,0.7,4185211.0,4030172.0
2023-01-12,0.96,1.18,1.03,0.65,4297630.0,4143635.0
2023-01-13,0.93,1.07,1.13,0.69,4431300.0,4132435.0
2023-01-16,,,,,,
2023-01-17,0.97,1.27,1.12,0.59,3791365.0,3676384.0
2023-01-18,1.22,1.08,1.37,1.31,4281193.0,5231049.0
2023-01-19,0.99,1.05,1.2,0.76,3909564.0,3873910.0
2023-01-20,0.85,1.12,1.05,0.54,4334744.0,3675409.0
2023-01-23,0.87,1.2,0.95,0.53,4820503.0,4191064.0
2023-01-24,1.03,1.24,1.2,0.68,3110391.0,3199343.0
2023-01-25,0.99,1.08,1.14,0.75,3906766.0,3871519.0
2023-01-26,0.89,1.0,0.99,0.68,3951986.0,3512350.0
2023-01-27,0.84,1.23,1.02,0.51,5348947.0,4505859.0
2023-01-30,0.91,1.16,1.06,0.56,3490388.0,3183236.0
2023-01-31,0.92,1.03,1.13,0.66,3550678.0,3281878.0
2023-02-01,0.9,1.04,1.11,0.59,3968476.0,3577337.0
2023-02-02,0.8,0.91,1.17,0.49,6182810.0,4934721.0
2023-02-03,0.91,1.12,1.21,0.57,4958659.0,4498617.0
2023-02-06,0.85,0.87,1.0,0.71,3974133.0,3359388.0
2023-02-07,0.91,1.08,1.08,0.6,3810737.0,3486485.0
2023-02-08,0.9,1.14,0.94,0.63,3710536.0,3351056.0
2023-02-09,0.88,1.01,1.05,0.63,4186221.0,3670385.0
2023-02-10,1.03,1.17,1.32,0.69,3780857.0,3878953.0
2023-02-13,0.92,1.05,1.13,0.6,3622961.0,3331834.0
2023-02-14,0.96,1.05,1.19,0.61,4001678.0,3826467.0
2023-02-15,0.93,1.08,1.22,0.58,3779178.0,3508236.0
2023-02-16,0.89,1.0,1.08,0.6,4346237.0,3879149.0
2023-02-17,1.03,1.4,1.07,0.67,3896377.0,4010931.0
2023-02-20,,,,,,
2023-02-21,0.98,1.12,1.15,0.68,3718536.0,3650654.0
2023-02-22,1.13,1.41,1.2,0.8,3032513.0,3429854.0
2023-02-23,1.04,1.19,1.18,0.76,3684371.0,3826903.0
2023-02-24,1.11,1.23,1.25,0.82,3729848.0,4126318.0
2023-02-27,1.04,1.31,1.09,0.66,3184993.0,3297576.0
2023-02-28,1.02,1.21,1.14,0.69,3180663.0,3235835.0
2023-03-01,1.13,1.24,1.16,0.97,3219231.0,3650029.0
2023-03-02,1.09,1.21,1.23,0.81,3276139.0,3558541.0
2023-03-03,0.91,1.02,1.21,0.59,4043046.0,3686979.0
2023-03-06,1.0,1.13,1.16,0.67,3312477.0,3296021.0
2023-03-07,0.87,0.8,1.21,0.74,3818873.0,3326861.0
2023-03-08,0.99,1.06,1.15,0.73,3071907.0,3039394.0
2023-03-09,1.04,1.08,1.2,0.81,4305822.0,4474341.0
2023-03-10,1.23,1.11,1.7,1.11,5469530.0,6708448.0
2023-03-13,1.02,1.05,1.3,0.76,4572786.0,4681415.0
2023-03-14,1.07,1.14,1.37,0.75,4122683.0,4430931.0
2023-03-15,1.0,0.97,1.35,0.8,4403934.0,4390470.0
2023-03-16,0.98,1.12,1.15,0.66,4614404.0,4506332.0
2023-03-17,0.98,1.18,1.14,0.65,4410498.0,4300938.0
2023-03-20,0.8,0.94,0.98,0.5,4161156.0,3331764.0
2023-03-21,1.03,1.23,1.18,0.62,3831845.0,3933960.0
2023-03-22,0.92,1.0,1.15,0.63,3902657.0,3583974.0
2023-03-23,1.12,1.27,1.35,0.77,3781807.0,4249071.0
2023-03-24,1.1,1.25,1.38,0.73,3490430.0,3853749.0
2023-03-27,0.94,1.15,0.97,0.67,3215180.0,3016584.0
2023-03-28,1.09,1.27,1.22,0.74,2857470.0,3102939.0
2023-03-29,0.98,0.99,1.49,0.64,3450557.0,3386289.0
2023-03-30,0.95,1.08,1.11,0.66,3567974.0,3384978.0
2023-03-31,1.04,1.12,1.46,0.59,4599471.0,4764977.0
2023-04-03,0.94,1.02,1.28,0.61,3666732.0,3447396.0
2023-04-04,1.11,1.11,1.52,0.77,3399723.0,3788046.0
2023-04-05,1.0,1.14,1.27,0.66,3183064.0,3191877.0
2023-04-06,1.0,1.12,1.24,0.69,3456362.0,3443201.0
2023-04-07,,,,,,
2023-04-10,1.06,1.33,1.23,0.63,2884302.0,3044138.0
2023-04-11,1.02,1.26,1.3,0.56,3139815.0,3200424.0
2023-04-12,1.0,1.06,1.24,0.7,3568658.0,3570353.0
2023-04-13,0.92,0.99,1.16,0.62,3996839.0,3670266.0
2023-04-14,0.91,1.01,1.07,0.65,4209463.0,3838586.0
2023-04-17,1.02,1.28,1.03,0.65,3302299.0,3369763.0
2023-04-18,0.92,1.02,1.06,0.64,3842348.0,3542579.0
2023-04-19,1.02,1.07,1.3,0.8,3960870.0,4043174.0
2023-04-20,0.99,1.07,1.21,0.74,4111349.0,4072016.0
2023-04-21,0.89,1.03,1.16,0.61,4024688.0,3581876.0
2023-04-24,0.87,1.07,1.01,0.57,3477765.0,3036370.0
2023-04-25,1.01,1.07,1.02,0.9,3986610.0,4042565.0
2023-04-26,1.07,1.09,1.31,0.87,3470424.0,3698665.0
2023-04-27,1.01,1.12,1.28,0.7,4060000.0,4087109.0
2023-04-28,0.98,1.06,1.17,0.76,4279617.0,4213248.0
2023-05-01,0.98,1.12,1.14,0.7,3440454.0,3361239.0
2023-05-02,1.02,1.05,1.22,0.78,4179608.0,4268184.0
2023-05-03,1.11,1.31,1.38,0.75,3111150.0,3468700.0
2023-05-04,0.91,0.82,1.31,0.82,4757996.0,4321243.0
2023-05-05,0.95,1.11,1.1,0.69,4451633.0,4245890.0
2023-05-08,1.04,1.25,1.27,0.73,3188671.0,3328652.0
2023-05-09,0.93,1.07,1.16,0.67,3119660.0,2908742.0
2023-05-10,0.96,1.04,1.16,0.68,4356055.0,4178884.0
2023-05-11,0.9,1.01,1.07,0.67,3857549.0,3486480.0
2023-05-12,0.92,1.12,0.94,0.7,4413058.0,4057328.0
2023-05-15,0.94,1.17,1.08,0.56,3555627.0,3326751.0
2023-05-16,0.94,1.0,1.23,0.68,3710335.0,3474331.0
2023-05-17,0.99,1.1,1.26,0.68,4409283.0,4380070.0
2023-05-18,0.82,0.82,1.09,0.65,5204153.0,4281616.0
2023-05-19,0.9,1.07,1.2,0.56,4722222.0,4251146.0
2023-05-22,0.82,0.89,1.24,0.54,4107176.0,3387629.0
2023-05-23,1.0,1.18,1.27,0.59,3693148.0,3682052.0
2023-05-24,1.06,1.22,1.12,0.77,3671664.0,3876758.0
2023-05-25,0.9,1.22,1.01,0.56,3760584.0,3402633.0
2023-05-26,0.88,1.14,1.1,0.53,4305215.0,3800611.0
2023-05-29,,,,,,
2023-05-30,0.9,1.1,1.26,0.51,3893888.0,3489007.0
2023-05-31,1.06,1.19,1.28,0.81,3606675.0,3807398.0
2023-06-01,0.88,1.0,1.13,0.58,4771437.0,4187289.0
2023-06-02,0.76,0.79,1.06,0.52,6160499.0,4686169.0
2023-06-05,0.97,1.11,1.42,0.57,3971157.0,3836975.0
2023-06-06,0.93,1.15,1.15,0.55,4296861.0,3996798.0
2023-06-07,0.9,1.13,1.09,0.59,4976919.0,4466453.0
2023-06-08,0.87,0.95,1.24,0.58,4639979.0,4023376.0
2023-06-09,0.84,1.12,1.01,0.5,5059093.0,4266146.0
2023-06-12,0.88,1.06,1.17,0.52,4558197.0,4027234.0
2023-06-13,0.82,0.97,1.02,0.56,5397031.0,4408043.0
2023-06-14,1.01,0.96,1.61,0.74,4859030.0,4893317.0
2023-06-15,0.88,1.02,1.22,0.52,5601671.0,4953319.0
2023-06-16,0.82,1.24,0.92,0.46,5619952.0,4605867.0
2023-06-19,,,,,,
2023-06-20,0.84,1.05,1.02,0.5,5036915.0,4230021.0
2023-06-21,0.91,1.12,1.16,0.53,4241162.0,3852994.0
2023-06-22,0.83,0.92,1.01,0.64,4192179.0,3490513.0
2023-06-23,0.89,1.04,1.11,0.64,4243931.0,3776666.0
2023-06-26,0.9,1.13,1.07,0.55,3753512.0,3365890.0
2023-06-27,0.92,1.08,1.34,0.52,3914564.0,3609320.0
2023-06-28,0.84,0.92,1.1,0.59,4032409.0,3379518.0
2023-06-29,0.87,1.08,1.03,0.58,3760495.0,3259580.0
2023-06-30,0.88,1.11,1.04,0.53,5448447.0,4820506.0
2023-07-03,0.84,1.31,1.02,0.52,2217399.0,1869145.0
2023-07-04,,,,,,
2023-07-05,0.95,1.26,1.25,0.58,3495412.0,3325689.0
2023-07-06,0.93,1.05,1.25,0.57,4503522.0,4205881.0
2023-07-07,0.83,1.05,0.99,0.52,4578447.0,3807214.0
2023-07-10,0.86,1.15,1.06,0.51,3583536.0,3099696.0
2023-07-11,0.74,1.04,0.93,0.39,4498091.0,3308226.0
2023-07-12,0.86,1.01,1.13,0.52,5026014.0,4297600.0
2023-07-13,0.83,1.23,0.93,0.48,4818480.0,3977306.0
2023-07-14,0.84,1.24,1.06,0.48,5105467.0,4263089.0
2023-07-17,0.84,1.15,0.99,0.56,4511956.0,3792925.0
2023-07-18,0.78,1.01,1.02,0.5,5585485.0,4359672.0
2023-07-19,0.83,1.13,0.9,0.48,5287814.0,4376461.0
2023-07-20,0.87,1.09,1.06,0.61,5460957.0,4748460.0
2023-07-21,0.85,1.18,1.09,0.56,4745633.0,4027776.0
2023-07-24,0.82,1.03,1.19,0.5,4075413.0,3340982.0
2023-07-25,0.87,1.11,1.09,0.58,3707133.0,3235097.0
2023-07-26,0.96,1.44,1.09,0.55,3670482.0,3506391.0
2023-07-27,0.96,1.29,1.11,0.56,5254373.0,5031368.0
2023-07-28,0.92,1.1,1.1,0.71,4899596.0,4516154.0
2023-07-31,0.9,1.22,1.05,0.56,3796833.0,3411257.0
2023-08-01,0.84,0.96,1.12,0.58,3819874.0,3202403.0
2023-08-02,0.97,1.22,1.01,0.62,5082074.0,4947306.0
2023-08-03,0.88,1.09,0.91,0.62,4516601.0,3988060.0
2023-08-04,1.01,1.29,1.17,0.66,4885917.0,4941219.0
2023-08-07,1.03,1.31,1.34,0.65,3578274.0,3685885.0
2023-08-08,1.0,1.16,1.29,0.65,3988305.0,4007696.0
2023-08-09,0.98,1.13,1.17,0.68,4288236.0,4191441.0
2023-08-10,1.07,1.29,1.18,0.7,4425898.0,4734059.0
2023-08-11,1.0,1.15,1.13,0.8,4456609.0,4450751.0
2023-08-14,0.97,1.1,1.15,0.7,4064257.0,3926890.0
2023-08-15,1.05,1.2,1.18,0.75,4269096.0,4461268.0
2023-08-16,1.26,1.24,1.57,1.03,4360736.0,5473559.0
2023-08-17,1.09,1.12,1.21,0.97,5022562.0,5498628.0
2023-08-18,1.12,1.38,1.25,0.76,4564868.0,5133837.0
2023-08-21,0.91,1.17,1.12,0.55,4091709.0,3713387.0
2023-08-22,0.95,1.1,1.06,0.68,3731746.0,3553777.0
2023-08-23,1.18,1.26,1.48,0.89,3615022.0,4272844.0
2023-08-24,1.12,1.32,1.26,0.79,3675398.0,4112268.0
2023-08-25,1.11,1.16,1.2,0.97,4160623.0,4601512.0
2023-08-28,1.04,1.17,1.14,0.77,3483630.0,3609931.0
2023-08-29,0.96,1.03,1.29,0.69,4652099.0,4480995.0
2023-08-30,1.09,1.17,1.31,0.86,4029871.0,4412684.0
2023-08-31,0.95,1.04,1.23,0.67,4132648.0,3941007.0
2023-09-01,1.04,1.37,1.16,0.65,3879016.0,4015584.0
2023-09-04,,,,,,
2023-09-05,1.05,1.26,1.23,0.74,3242676.0,3400430.0
2023-09-06,1.23,1.27,1.5,0.98,3598095.0,4408095.0
2023-09-07,1.12,1.28,1.38,0.81,3604988.0,4024726.0
2023-09-08,1.05,1.29,1.21,0.75,3703367.0,3896498.0
2023-09-11,1.01,1.21,1.3,0.7,3605671.0,3644459.0
2023-09-12,0.99,1.05,1.15,0.84,3701621.0,3663882.0
2023-09-13,1.27,1.23,1.62,1.14,3798927.0,4835092.0
2023-09-14,1.07,1.2,1.14,0.85,4023015.0,4300169.0
2023-09-15,0.94,1.04,1.08,0.7,5181783.0,4845844.0
2023-09-18,1.03,1.19,1.52,0.61,3358121.0,3445560.0
2023-09-19,0.91,0.94,1.02,0.76,4127071.0,3767367.0
2023-09-20,1.08,1.12,1.38,0.79,3362824.0,3629937.0
2023-09-21,1.15,1.25,1.23,0.88,4515122.0,5182617.0
2023-09-22,1.16,1.28,1.3,0.85,4013652.0,4653435.0
2023-09-25,1.09,1.19,1.34,0.71,3291364.0,3597337.0
2023-09-26,1.14,1.17,1.3,0.88,4234103.0,4834523.0
2023-09-27,1.29,1.2,1.86,0.94,4309649.0,5564876.0
2023-09-28,1.0,1.03,1.14,0.8,4162148.0,4148584.0
2023-09-29,1.04,1.26,0.98,0.73,4956503.0,5177264.0
2023-10-02,1.09,1.24,1.15,0.76,3643069.0,3963588.0
2023-10-03,1.13,1.25,1.16,0.8,4770996.0,5389544.0
